netzabschnitts_id,velocity_15,velocity_50,velocity_65,velocity_75,velocity_85,avg_velocity
546,70.28177609445456,84.31360954352124,85.88461224802609,86.83000893024415,88.01506712561712,80.46037718644935
574,82.34985063076137,86.02426755813133,87.00551394864122,87.7167096120945,88.66786504262136,85.6636983685554
525,83.4166756985431,85.92066601825154,86.64970138588257,87.19245118044675,87.9879524937714,84.88808674732813
131,78.69578720992747,83.25396700129377,84.64721200600681,85.69288942912556,86.78250317346128,82.72790615511164
129,80.51410056967643,85.0798193007894,85.88432789477982,86.42846795153504,87.0852105932501,84.1647442028641
2,80.95456776718022,86.54666624049551,87.41743099634903,88.01708751887841,88.98193057685462,84.91604672773687
452,75.96930422119077,81.69792460147164,83.21787129225703,84.20231545162144,85.38235718935125,80.29038389026049
554,68.62582506039651,81.34418361041759,85.36471134601194,87.26975597385515,89.82525143300211,80.33603625949124
208,76.5492993896814,82.89692564000663,84.6230490765171,85.84832999934557,87.68327819917555,82.46220359847032
545,83.5130891474965,86.70217083162619,87.61550247517421,88.30678386626853,89.25790461366167,86.6561397704005
765,81.18327562843287,85.52439841002352,86.65493074351367,87.54270406485234,89.19887548084779,85.46949746250594
199,82.22167515694237,84.79191335604504,85.73284742038948,86.49143072733884,87.54593075743735,84.58907647098493
489,79.40782613746916,84.03661143481429,85.58948171691061,86.75830920296112,88.47085211928139,84.09387408376709
303,81.4984446973444,85.74077031111204,86.66464449589205,87.27062200720538,88.14549934288046,83.83446320361344
49,71.04954735743294,81.92518030049199,83.94164943576368,85.32457392672349,86.84910566893214,78.28453487056568
593,82.45518521992652,85.3897478409964,86.27952910963941,86.92139287867485,87.81678606579393,84.82157894708867
732,84.24198647657171,86.0296974270718,86.71749120859417,87.2874122680923,88.13815571659488,86.35901631414004
497,73.61271076670967,83.89857998392964,86.02150778823929,87.38161060561384,88.89181769375607,81.89608365677961
63,82.60764887539443,85.44545204052856,86.43519824358056,87.34173680312543,88.952632620968,85.34031205208287
88,80.79163316755653,84.92807125909384,86.16476631608451,86.9956262742973,88.10037573613202,84.95600830861737
514,84.09954501539951,85.90097011785465,86.5693636833859,87.07166238834766,87.78266318551401,86.02723308010712
426,51.952404414931266,73.65349936123361,77.57303388238093,80.25890390552834,83.24411491829278,69.40043528720433
428,82.74362804602947,86.48269594621063,88.13897907947145,89.85164252193574,92.67699664297804,87.41513178661896
450,81.39451452050882,84.53923966561632,85.50719173843413,86.15111193565353,86.89080031674848,82.71584076034017
405,80.31810037798132,85.29812333788607,86.64018032602692,87.80934098562035,89.64688231502896,83.52163897488316
635,67.32416283966882,79.12902269485112,82.80974254653313,84.31052498484637,85.61553755914595,75.64479770408505
720,77.60590828524072,82.9013299851154,84.4446631758293,85.5239782462051,86.82191748359796,82.32233040436685
28,85.061570510484,87.48331713435682,88.36721550520666,89.32913772017159,91.09962900841514,87.87705879423375
286,81.11921409503118,84.57474962562473,85.80812826363778,86.84569693916087,88.4303848414467,84.43246945997495
285,48.568974680826734,73.08867416623853,75.31423114030191,76.85041952841782,78.84523833255352,67.05871277612088
463,77.68387569590458,84.98264746285516,86.3028248512782,87.09812561035051,88.24038770999387,83.79141017478915
520,82.6683111648822,85.31274997977216,86.13672540940445,86.74116448518488,87.55972299322495,85.1601946451258
613,83.89841408986868,86.06856394133541,86.79499010480025,87.34682561083761,88.19946701992278,85.65937602722322
47,86.98064333771251,91.96424469553966,94.14879303381096,95.75221707226325,97.69890163431195,92.2111108029625
491,65.0695393310725,80.67835450277866,85.08569249655353,88.25476848559909,93.1902339890791,79.73827595294944
191,74.50508259952022,82.99302060509851,84.78360292922302,86.02627697600316,87.56610601470682,81.23203509134896
321,65.6012946038438,85.74297019619009,87.00107893747133,87.78474537947021,88.74945025589884,80.21010572615059
93,72.47028663806248,83.30818813134704,85.45339437637149,86.62459865363006,87.90650204725014,81.3925827022156
487,71.49335016161427,84.98804710550192,86.75989637369334,87.82065889706686,89.45176067410748,81.77299299283726
607,65.13698761423797,76.54150687700486,80.39590839561659,83.1324378898201,86.40919603277467,75.20408038673132
600,67.60220143617133,84.67319577265789,86.32942922687734,87.18515667630317,88.18744836690395,78.63436009120277
320,85.16385267952678,87.51765867514247,88.46575962861446,89.50927628548305,92.18254931047721,87.5334749670377
454,83.05550764823442,85.14564340995447,85.79836740706307,86.26485686413626,86.86361002912717,85.03936535916839
455,83.42778942267847,85.45066612360766,86.09604158305687,86.59466665802802,87.27320481765959,85.4116224226932
599,79.84377000518326,84.70353844260043,85.92844477236383,86.79912720681907,87.93860895699667,82.9445523741237
531,85.11611627099606,86.95938880963536,87.69205079053619,88.36021118338941,89.60229213719943,87.4894590691769
565,80.50747350237611,85.6342228857805,87.36189834553103,88.7263095224077,90.48111607274244,84.92315556887307
668,82.49929222535275,86.72803746859414,88.3685080197633,89.94680862701937,92.30631536538566,86.82420780452705
528,83.77413286296402,86.11782532584438,86.88806263466702,87.5115449353945,88.56255247288408,86.06992510409046
407,76.72401938377398,83.6812472818568,85.51502626957965,86.92744437725977,88.99006444326284,82.07994312778555
589,80.52231157451287,84.53117829811242,85.56841081698937,86.25146635050807,87.06537693223797,82.90845995522437
314,80.34290539204804,87.2291588434917,88.58087170216461,90.14637291045096,93.40814006151577,83.9263306854303
181,81.59015020910529,84.41222046480515,85.44163902057649,86.22976350261806,87.21902477216712,84.19024008832923
571,78.00587377126976,84.17118199058197,85.80451511668707,86.87361537893194,88.11028328758383,83.25440807185215
515,84.60989169804294,86.51197806493832,87.19269603135771,87.75754024083527,88.66869371255818,86.68332039085327
453,78.74471052861963,82.71873974899529,83.92122938295947,84.78002894600314,85.82707791903539,82.2747694726778
664,64.47722569884101,72.30680815127639,75.1282849119581,77.33185685866277,80.16168363012541,71.83611433435915
115,83.89918602781832,86.24786510605533,86.96967934842634,87.5543282935748,88.53617671001987,86.01866969664323
162,81.66036100384667,84.838472921512,85.7116679950816,86.3805292003063,87.32893471353381,84.35448782885042
165,83.40507680349732,85.55989348569219,86.20060861185762,86.69174948214544,87.37824167315823,85.2814394782243
160,82.80152220757776,85.36562044599427,86.188432561831,86.83137544652578,87.81695339303194,84.99207509934556
229,63.61307181707992,77.06613701703175,80.24946324074548,82.31987439475355,84.35034631534887,73.20989783087974
224,76.25531720970899,82.31043937256318,83.73993768303664,84.77629087779226,86.15858789719587,80.63908995571713
154,77.53383342014723,83.84843332049464,85.1138002364562,85.99900808315158,87.17778672898294,82.38036388126571
17,83.93836607568407,86.81504958462322,87.48821569532528,88.07536018586566,89.0775612086383,86.54348011830783
104,71.30859437460748,82.43204176885901,84.1499928299697,85.0322179204845,85.92101409844035,78.08389176569294
693,73.54187916810932,80.29865771406755,81.99323399390308,83.05654025360712,84.27333677715572,78.67921534242232
726,83.0720943568776,85.79556081052927,86.58456594544785,87.1915601184116,88.12618948492424,85.395226345571
35,84.1215888132054,86.25946807053487,86.89530180520244,87.35204299149167,88.05370426008875,86.2456183114879
37,78.69108242718309,84.94271925155304,86.1092780445299,86.9147589109084,88.04157482344866,83.49442792946053
557,80.89890571473404,86.09656404802416,87.11932228213615,87.79899682370667,88.7043220552177,84.64964624109358
602,82.52302769174858,85.26087277791976,86.1415903874658,86.80442856137896,87.68364782405581,84.69001324342747
237,82.27292310613569,85.41141131531444,86.37910188223987,87.07443720974317,88.03891540308379,84.82785437652468
444,79.39103665675879,83.9995045440706,85.00942104503478,85.72147468525876,86.56813943776142,83.04523863161347
517,83.18466952313835,87.12729327855047,88.64212900861578,90.26061523543808,92.81460034062223,87.67662291216806
513,78.22162855900916,84.75008375092636,85.8800060883029,86.66296057950953,87.7267848420355,83.14626147086172
741,84.25653000661431,86.14884948581226,86.85321130008985,87.37760093551265,88.1091016692015,86.32950439192304
96,76.91006653056402,84.71427349198132,86.15362782507395,86.96793612371067,87.8688801845381,83.11066834252482
143,83.64294910498474,85.96578259274077,86.66613016299941,87.15172758102729,87.88412440321602,85.50723307163668
547,72.58603419789532,83.68781923638804,85.67965481221727,86.88114387164191,88.46603516596517,80.94894655038672
594,81.69719436547305,85.83832759548613,86.58997122729812,87.11867065804246,87.86397945637928,84.58979589966702
205,82.45723655581494,85.25485372705562,86.21066544720236,86.987368401462,88.28483830045285,84.97817700777551
713,76.94313282691424,84.57346798157484,85.85682039859125,86.67622468227886,87.67372114555508,83.11821860179367
747,79.22535252766289,85.51123376573058,86.41038653426891,87.04389029618908,87.90613549535821,83.82346009801925
9,78.605994664932,86.83676240092733,88.00432988044682,89.00317921696627,90.84298857158046,84.28315188652341
288,70.05605306617983,81.67530719321176,83.4868032798177,84.88189428834434,86.73087827302524,79.1286821958455
198,65.89208540063397,84.28380242802037,85.41082742362808,86.23849834709188,87.46993582371248,78.94692493143579
